Price,Adj Close,Close,High,Low,Open,Volume,log_ret,sigma20
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,
Date,,,,,,,,
2017-07-18,2460.610107421875,2460.610107421875,2460.919921875,2450.340087890625,2455.8798828125,2974090000,0.0005976786981110038,0.07810854830569608
2017-07-19,2473.830078125,2473.830078125,2473.830078125,2463.85009765625,2463.85009765625,3063810000,0.00535825821605318,0.07587931769014432
2017-07-20,2473.449951171875,2473.449951171875,2477.6201171875,2468.429931640625,2475.56005859375,3223820000,-0.00015367108860697698,0.07579886848230626
2017-07-21,2472.5400390625,2472.5400390625,2472.5400390625,2465.06005859375,2467.39990234375,3066880000,-0.0003679393292088662,0.07578154344384967
2017-07-24,2469.909912109375,2469.909912109375,2473.10009765625,2466.320068359375,2472.0400390625,3019920000,-0.0010643009954085514,0.07598280970465884
2017-07-25,2477.1298828125,2477.1298828125,2481.239990234375,2474.909912109375,2477.8798828125,4116360000,0.002918907519897651,0.07637385862691856
2017-07-26,2477.830078125,2477.830078125,2481.68994140625,2474.93994140625,2479.969970703125,3597830000,0.0002826240061200025,0.06926880984712155
2017-07-27,2475.419921875,2475.419921875,2484.0400390625,2459.929931640625,2482.760009765625,4035740000,-0.0009731616373942487,0.06383067670219884
2017-07-28,2472.10009765625,2472.10009765625,2473.530029296875,2464.659912109375,2469.1201171875,3302850000,-0.001342015678115871,0.0547143909289012
2017-07-31,2470.300048828125,2470.300048828125,2477.9599609375,2468.530029296875,2475.93994140625,3475930000,-0.0007284108345597673,0.05503250926050658
2017-08-01,2476.35009765625,2476.35009765625,2478.510009765625,2471.139892578125,2477.10009765625,3470260000,0.002446120774938443,0.05507719960210458
2017-08-02,2477.570068359375,2477.570068359375,2480.3798828125,2466.47998046875,2480.3798828125,3487150000,0.0004925274073475094,0.05507033394131663
2017-08-03,2472.159912109375,2472.159912109375,2476.030029296875,2468.85009765625,2476.030029296875,3662410000,-0.002186041834946195,0.04214987281470989
2017-08-04,2476.830078125,2476.830078125,2480.0,2472.080078125,2476.8798828125,3239980000,0.0018873214175396669,0.03795100409329424
2017-08-07,2480.909912109375,2480.909912109375,2480.949951171875,2475.8798828125,2477.139892578125,2935130000,0.0016458446442806363,0.03800224252378339
2017-08-08,2474.919921875,2474.919921875,2490.8701171875,2470.320068359375,2478.35009765625,3347480000,-0.0024173522303856387,0.03941153592864745
2017-08-09,2474.02001953125,2474.02001953125,2474.409912109375,2462.080078125,2465.35009765625,3310960000,-0.00036367479271248726,0.032321026059392216
